"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2009","Total","Both Sexes","Akron (OH)","City proper","Estimate - de jure","Final figure, complete","2011","207209","2,3"
"United States of America","2009","Total","Both Sexes","Albuquerque (NM)","City proper","Estimate - de jure","Final figure, complete","2011","529219","2,3"
"United States of America","2009","Total","Both Sexes","Alexandria (VA)","City proper","Estimate - de jure","Final figure, complete","2011","150006","2,3"
"United States of America","2009","Total","Both Sexes","Allentown (PA)","City proper","Estimate - de jure","Final figure, complete","2011","107815","2,3"
"United States of America","2009","Total","Both Sexes","Amarillo (TX)","City proper","Estimate - de jure","Final figure, complete","2011","189392","2,3"
"United States of America","2009","Total","Both Sexes","Anaheim (CA)","City proper","Estimate - de jure","Final figure, complete","2011","337896","2,3"
"United States of America","2009","Total","Both Sexes","Anchorage (AK)","City proper","Estimate - de jure","Final figure, complete","2011","286174","2,3"
"United States of America","2009","Total","Both Sexes","Ann Arbor (MI)","City proper","Estimate - de jure","Final figure, complete","2011","112920","2,3"
"United States of America","2009","Total","Both Sexes","Antioch (CA)","City proper","Estimate - de jure","Final figure, complete","2011","101181","2,3"
"United States of America","2009","Total","Both Sexes","Arlington (TX)","City proper","Estimate - de jure","Final figure, complete","2011","380085","2,3"
"United States of America","2009","Total","Both Sexes","Arlington (VA)","City proper","Estimate - de jure","Final figure, complete","2011","217483","2,3"
"United States of America","2009","Total","Both Sexes","Arvada (CO)","City proper","Estimate - de jure","Final figure, complete","2011","108208","2,3"
"United States of America","2009","Total","Both Sexes","Athens (GA)","City proper","Estimate - de jure","Final figure, complete","2011","114983","2,3"
"United States of America","2009","Total","Both Sexes","Atlanta (GA)","City proper","Estimate - de jure","Final figure, complete","2011","540922","2,3"
"United States of America","2009","Total","Both Sexes","Augusta (GA)","City proper","Estimate - de jure","Final figure, complete","2011","194343","2,3"
"United States of America","2009","Total","Both Sexes","Aurora (CO)","City proper","Estimate - de jure","Final figure, complete","2011","323348","2,3"
"United States of America","2009","Total","Both Sexes","Aurora (IL)","City proper","Estimate - de jure","Final figure, complete","2011","172950","2,3"
"United States of America","2009","Total","Both Sexes","Austin (TX)","City proper","Estimate - de jure","Final figure, complete","2011","786386","2,3"
"United States of America","2009","Total","Both Sexes","Bakersfield (CA)","City proper","Estimate - de jure","Final figure, complete","2011","324463","2,3"
"United States of America","2009","Total","Both Sexes","Baltimore (MD)","City proper","Estimate - de jure","Final figure, complete","2011","637418","2,3"
"United States of America","2009","Total","Both Sexes","Baton Rouge (LA)","City proper","Estimate - de jure","Final figure, complete","2011","225388","2,3"
"United States of America","2009","Total","Both Sexes","Beaumont (TX)","City proper","Estimate - de jure","Final figure, complete","2011","110110","2,3"
"United States of America","2009","Total","Both Sexes","Bellevue (WA)","City proper","Estimate - de jure","Final figure, complete","2011","126626","2,3"
"United States of America","2009","Total","Both Sexes","Berkeley (CA)","City proper","Estimate - de jure","Final figure, complete","2011","102804","2,3"
"United States of America","2009","Total","Both Sexes","Billings (MT)","City proper","Estimate - de jure","Final figure, complete","2011","105845","2,3"
"United States of America","2009","Total","Both Sexes","Birmingham (AL)","City proper","Estimate - de jure","Final figure, complete","2011","230131","2,3"
"United States of America","2009","Total","Both Sexes","Boise City (ID)","City proper","Estimate - de jure","Final figure, complete","2011","205707","2,3"
"United States of America","2009","Total","Both Sexes","Boston (MA)","City proper","Estimate - de jure","Final figure, complete","2011","645169","2,3"
"United States of America","2009","Total","Both Sexes","Boulder (CO)","City proper","Estimate - de jure","Final figure, complete","2011","100160","2,3"
"United States of America","2009","Total","Both Sexes","Bridgeport (CT)","City proper","Estimate - de jure","Final figure, complete","2011","137298","2,3"
"United States of America","2009","Total","Both Sexes","Brownsville (TX)","City proper","Estimate - de jure","Final figure, complete","2011","176859","2,3"
"United States of America","2009","Total","Both Sexes","Buffalo (NY)","City proper","Estimate - de jure","Final figure, complete","2011","270240","2,3"
"United States of America","2009","Total","Both Sexes","Burbank (CA)","City proper","Estimate - de jure","Final figure, complete","2011","103121","2,3"
"United States of America","2009","Total","Both Sexes","Cambridge (MA)","City proper","Estimate - de jure","Final figure, complete","2011","108771","2,3"
"United States of America","2009","Total","Both Sexes","Cape Coral (FL)","City proper","Estimate - de jure","Final figure, complete","2011","154202","2,3"
"United States of America","2009","Total","Both Sexes","Carrollton (TX)","City proper","Estimate - de jure","Final figure, complete","2011","129209","2,3"
"United States of America","2009","Total","Both Sexes","Cary (NC)","City proper","Estimate - de jure","Final figure, complete","2011","136637","2,3"
"United States of America","2009","Total","Both Sexes","Cedar Rapids (IA)","City proper","Estimate - de jure","Final figure, complete","2011","127764","2,3"
