"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Both Sexes","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","198397","2,3"
"United States of America","2010","Total","Both Sexes","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","181376","2,3"
"United States of America","2010","Total","Both Sexes","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","335709","2,3"
"United States of America","2010","Total","Both Sexes","Temecula (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","100097","2,3"
"United States of America","2010","Total","Both Sexes","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","161719","2,3"
"United States of America","2010","Total","Both Sexes","Thornton (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118772","2,3"
"United States of America","2010","Total","Both Sexes","Thousand Oaks (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126683","2,3"
"United States of America","2010","Total","Both Sexes","Toledo (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","287208","2,3"
"United States of America","2010","Total","Both Sexes","Topeka (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","127473","2,3"
"United States of America","2010","Total","Both Sexes","Torrance (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145438","2,3"
"United States of America","2010","Total","Both Sexes","Tucson (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","520116","2,3"
"United States of America","2010","Total","Both Sexes","Tulsa (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","391906","2,3"
"United States of America","2010","Total","Both Sexes","Vallejo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115942","2,3"
"United States of America","2010","Total","Both Sexes","Vancouver (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","161791","2,3"
"United States of America","2010","Total","Both Sexes","Victorville City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115903","2,3"
"United States of America","2010","Total","Both Sexes","Virginia Beach (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","437994","2,3"
"United States of America","2010","Total","Both Sexes","Visalia (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124442","2,3"
"United States of America","2010","Total","Both Sexes","Waco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124805","2,3"
"United States of America","2010","Total","Both Sexes","Warren (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","134056","2,3"
"United States of America","2010","Total","Both Sexes","WASHINGTON (DC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","601723","2,3"
"United States of America","2010","Total","Both Sexes","Waterbury (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110366","2,3"
"United States of America","2010","Total","Both Sexes","West Covina (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106098","2,3"
"United States of America","2010","Total","Both Sexes","West Jordan (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103712","2,3"
"United States of America","2010","Total","Both Sexes","West Valley City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129480","2,3"
"United States of America","2010","Total","Both Sexes","Westminster (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106114","2,3"
"United States of America","2010","Total","Both Sexes","Wichita (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","382368","2,3"
"United States of America","2010","Total","Both Sexes","Wichita Falls (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","104553","2,3"
"United States of America","2010","Total","Both Sexes","Wilmington (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106476","2,3"
"United States of America","2010","Total","Both Sexes","Winston-Salem (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","229617","2,3"
"United States of America","2010","Total","Both Sexes","Worcester (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","181045","2,3"
"United States of America","2010","Total","Both Sexes","Yonkers (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","195976","2,3"
"United States of America","2010","Total","Male","Abilene (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","59107","2,3"
"United States of America","2010","Total","Male","Akron (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96257","2,3"
"United States of America","2010","Total","Male","Albuquerque (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","265106","2,3"
"United States of America","2010","Total","Male","Alexandria (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67262","2,3"
"United States of America","2010","Total","Male","Allentown (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56869","2,3"
"United States of America","2010","Total","Male","Amarillo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92465","2,3"
"United States of America","2010","Total","Male","Anaheim (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","167249","2,3"
"United States of America","2010","Total","Male","Anchorage (AK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","148209","2,3,4"
"United States of America","2010","Total","Male","Ann Arbor (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56155","2,3"
"United States of America","2010","Total","Male","Antioch (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49807","2,3"
"United States of America","2010","Total","Male","Arlington (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","179279","2,3"
"United States of America","2010","Total","Male","Arlington (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103501","2,3"
"United States of America","2010","Total","Male","Arvada (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51894","2,3"
"United States of America","2010","Total","Male","Athens (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54781","2,3,5"
"United States of America","2010","Total","Male","Atlanta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","208968","2,3"
"United States of America","2010","Total","Male","Augusta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94782","2,3,6"
"United States of America","2010","Total","Male","Aurora (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","160099","2,3"
"United States of America","2010","Total","Male","Aurora (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","98172","2,3"
"United States of America","2010","Total","Male","Austin (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","399738","2,3"
"United States of America","2010","Total","Male","Bakersfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","170196","2,3"
"United States of America","2010","Total","Male","Baltimore (MD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","292249","2,3"
"United States of America","2010","Total","Male","Baton Rouge (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110400","2,3"
"United States of America","2010","Total","Male","Beaumont (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57603","2,3"
"United States of America","2010","Total","Male","Bellevue (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61330","2,3"
"United States of America","2010","Total","Male","Berkeley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55031","2,3"
"United States of America","2010","Total","Male","Billings (MT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50266","2,3"
"United States of America","2010","Total","Male","Birmingham (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99337","2,3"
"United States of America","2010","Total","Male","Boise City (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101690","2,3"
"United States of America","2010","Total","Male","Boston (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","295951","2,3"
"United States of America","2010","Total","Male","Brandon (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50481","2,3,7"
"United States of America","2010","Total","Male","Bridgeport (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69996","2,3"
"United States of America","2010","Total","Male","Brownsville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","82686","2,3"
"United States of America","2010","Total","Male","Buffalo (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125208","2,3"
"United States of America","2010","Total","Male","Burbank (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49971","2,3"
"United States of America","2010","Total","Male","Carlsbad (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51485","2,3"
"United States of America","2010","Total","Male","Cambridge (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51109","2,3"
"United States of America","2010","Total","Male","Cape Coral (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","75364","2,3"
"United States of America","2010","Total","Male","Carrollton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58244","2,3"
"United States of America","2010","Total","Male","Cary (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65819","2,3"
"United States of America","2010","Total","Male","Cedar Rapids (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62065","2,3"
"United States of America","2010","Total","Male","Centennial (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49427","2,3"
"United States of America","2010","Total","Male","Chandler (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115939","2,3"
"United States of America","2010","Total","Male","Charleston (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56741","2,3"
"United States of America","2010","Total","Male","Charlotte (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","353511","2,3"
"United States of America","2010","Total","Male","Chattanooga (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","79757","2,3"
"United States of America","2010","Total","Male","Chesapeake (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108051","2,3"
"United States of America","2010","Total","Male","Chicago (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1308072","2,3"
"United States of America","2010","Total","Male","Chula Vista (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118145","2,3"
"United States of America","2010","Total","Male","Cincinnati (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","142672","2,3"
"United States of America","2010","Total","Male","Clarksville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64768","2,3"
"United States of America","2010","Total","Male","Clearwater (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52044","2,3"
"United States of America","2010","Total","Male","Cleveland (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","190285","2,3"
"United States of America","2010","Total","Male","Colorado Springs (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","203944","2,3"
"United States of America","2010","Total","Male","Columbia (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52458","2,3"
"United States of America","2010","Total","Male","Columbia (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66532","2,3"
"United States of America","2010","Total","Male","Columbus (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","90870","2,3"
"United States of America","2010","Total","Male","Columbus (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","384265","2,3"
"United States of America","2010","Total","Male","Concord (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60659","2,3"
"United States of America","2010","Total","Male","Coral Springs (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58242","2,3"
"United States of America","2010","Total","Male","Corona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","75035","2,3"
"United States of America","2010","Total","Male","Corpus Christi (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","149656","2,3"
"United States of America","2010","Total","Male","Costa Mesa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55968","2,3"
"United States of America","2010","Total","Male","Dallas (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","598962","2,3"
"United States of America","2010","Total","Male","Daly City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49919","2,3"
"United States of America","2010","Total","Male","Dayton (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68951","2,3"
"United States of America","2010","Total","Male","Denton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55348","2,3"
"United States of America","2010","Total","Male","Denver (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","300089","2,3"
"United States of America","2010","Total","Male","Des Moines (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99535","2,3"
"United States of America","2010","Total","Male","Detroit (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","337679","2,3"
"United States of America","2010","Total","Male","Downey (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54174","2,3"
"United States of America","2010","Total","Male","Durham (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108556","2,3"
"United States of America","2010","Total","Male","East Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62901","2,3,7"
"United States of America","2010","Total","Male","El Monte (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57003","2,3"
"United States of America","2010","Total","Male","El Paso (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","311280","2,3"
"United States of America","2010","Total","Male","Elgin (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53888","2,3"
"United States of America","2010","Total","Male","Elizabeth (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62037","2,3"
"United States of America","2010","Total","Male","Elk Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74095","2,3"
"United States of America","2010","Total","Male","Enterprise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54786","2,3,7"
"United States of America","2010","Total","Male","Erie (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49126","2,3"
"United States of America","2010","Total","Male","Escondido (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71296","2,3"
"United States of America","2010","Total","Male","Eugene (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","76324","2,3"
"United States of America","2010","Total","Male","Evansville (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56493","2,3"
"United States of America","2010","Total","Male","Everett (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52392","2,3"
"United States of America","2010","Total","Male","Fairfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51851","2,3"
"United States of America","2010","Total","Male","Fargo (ND)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53248","2,3"
"United States of America","2010","Total","Male","Fayetteville (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96976","2,3"
"United States of America","2010","Total","Male","Flint (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49140","2,3"
"United States of America","2010","Total","Male","Fontana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97410","2,3"
"United States of America","2010","Total","Male","Fort Collins (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71909","2,3"
"United States of America","2010","Total","Male","Fort Lauderdale (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87387","2,3"
"United States of America","2010","Total","Male","Fort Wayne (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122783","2,3"
"United States of America","2010","Total","Male","Fort Worth (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","363896","2,3"
"United States of America","2010","Total","Male","Fremont (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106441","2,3"
"United States of America","2010","Total","Male","Fresno (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","243124","2,3"
"United States of America","2010","Total","Male","Frisco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57207","2,3"
"United States of America","2010","Total","Male","Fullerton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66409","2,3"
"United States of America","2010","Total","Male","Gainesville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60212","2,3"
"United States of America","2010","Total","Male","Garden Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85289","2,3"
"United States of America","2010","Total","Male","Garland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","111193","2,3"
"United States of America","2010","Total","Male","Gilbert (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","102634","2,3"
"United States of America","2010","Total","Male","Glendale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","111387","2,3"
"United States of America","2010","Total","Male","Glendale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","91387","2,3"
"United States of America","2010","Total","Male","Grand Prairie (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85836","2,3"
"United States of America","2010","Total","Male","Grand Rapids (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","91579","2,3"
"United States of America","2010","Total","Male","Green Bay (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51359","2,3"
"United States of America","2010","Total","Male","Greensboro (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126793","2,3"
"United States of America","2010","Total","Male","Gresham (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51786","2,3"
"United States of America","2010","Total","Male","Hampton (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65750","2,3"
"United States of America","2010","Total","Male","Hartford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60260","2,3"
"United States of America","2010","Total","Male","Hayward (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71143","2,3"
"United States of America","2010","Total","Male","Henderson (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126779","2,3"
"United States of America","2010","Total","Male","Hialeah (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108406","2,3"
"United States of America","2010","Total","Male","High Point City (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49002","2,3"
"United States of America","2010","Total","Male","Hollywood (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68984","2,3"
"United States of America","2010","Total","Male","Urban Honolulu (HI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","166500","2,3"
"United States of America","2010","Total","Male","Houston (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1053517","2,3"
"United States of America","2010","Total","Male","Huntington Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94260","2,3"
"United States of America","2010","Total","Male","Huntsville (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87530","2,3"
"United States of America","2010","Total","Male","Independence (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56123","2,3"
"United States of America","2010","Total","Male","Indianapolis (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","396346","2,3,8"
"United States of America","2010","Total","Male","Inglewood (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52138","2,3"
"United States of America","2010","Total","Male","Irvine (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103434","2,3"
"United States of America","2010","Total","Male","Irving (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108131","2,3"
"United States of America","2010","Total","Male","Jackson (MS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","80615","2,3"
"United States of America","2010","Total","Male","Jacksonville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","398294","2,3"
"United States of America","2010","Total","Male","Jersey City (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122298","2,3"
"United States of America","2010","Total","Male","Joliet (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72892","2,3"
"United States of America","2010","Total","Male","Kansas City (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","72057","2,3"
"United States of America","2010","Total","Male","Kansas City (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","223183","2,3"
"United States of America","2010","Total","Male","Killeen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62695","2,3"
"United States of America","2010","Total","Male","Knoxville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85946","2,3"
"United States of America","2010","Total","Male","Lafayette (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58564","2,3"
"United States of America","2010","Total","Male","Lakewood (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69916","2,3"
"United States of America","2010","Total","Male","Lancaster (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","78546","2,3"
"United States of America","2010","Total","Male","Lansing (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55332","2,3"
"United States of America","2010","Total","Male","Laredo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114287","2,3"
"United States of America","2010","Total","Male","Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","294100","2,3"
"United States of America","2010","Total","Male","Lexington-Fayette (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145591","2,3,9"
"United States of America","2010","Total","Male","Lincoln (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129235","2,3"
"United States of America","2010","Total","Male","Little Rock (AR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92245","2,3"
"United States of America","2010","Total","Male","Long Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","226520","2,3"
"United States of America","2010","Total","Male","Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1889064","2,3"
"United States of America","2010","Total","Male","Louisville (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","289236","2,3,10"
"United States of America","2010","Total","Male","Lowell (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52871","2,3"
"United States of America","2010","Total","Male","Lubbock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","112743","2,3"
"United States of America","2010","Total","Male","Madison (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","114832","2,3"
"United States of America","2010","Total","Male","Manchester (NH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54356","2,3"
"United States of America","2010","Total","Male","McAllen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62044","2,3"
"United States of America","2010","Total","Male","McKinney City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64434","2,3"
"United States of America","2010","Total","Male","Memphis (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","307019","2,3"
"United States of America","2010","Total","Male","Mesa (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","215918","2,3"
"United States of America","2010","Total","Male","Mesquite (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66728","2,3"
"United States of America","2010","Total","Male","Metairie (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67412","2,3,7"
"United States of America","2010","Total","Male","Miami (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","198927","2,3"
"United States of America","2010","Total","Male","Miami Gardens (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50121","2,3"
"United States of America","2010","Total","Male","Midland City (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54129","2,3"
"United States of America","2010","Total","Male","Milwaukee (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","286949","2,3"
"United States of America","2010","Total","Male","Minneapolis (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","192421","2,3"
"United States of America","2010","Total","Male","Miramar (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57569","2,3"
"United States of America","2010","Total","Male","Mobile (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","91783","2,3"
"United States of America","2010","Total","Male","Modesto (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97989","2,3"
"United States of America","2010","Total","Male","Montgomery (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96687","2,3"
"United States of America","2010","Total","Male","Moreno Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94273","2,3"
"United States of America","2010","Total","Male","Murrieta (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50460","2,3"
"United States of America","2010","Total","Male","Murfreesboro (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53422","2,3"
"United States of America","2010","Total","Male","Naperville (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68981","2,3"
"United States of America","2010","Total","Male","Nashville-Davidson (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","291294","2,3,11"
"United States of America","2010","Total","Male","New Haven (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62508","2,3"
"United States of America","2010","Total","Male","New Orleans (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","166248","2,3"
"United States of America","2010","Total","Male","New York (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","3882544","2,3"
"United States of America","2010","Total","Male","Newark (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","137116","2,3"
"United States of America","2010","Total","Male","Newport News (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87263","2,3"
"United States of America","2010","Total","Male","Norfolk (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125797","2,3"
"United States of America","2010","Total","Male","Norman (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55172","2,3"
"United States of America","2010","Total","Male","North Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108097","2,3"
"United States of America","2010","Total","Male","Norwalk (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52364","2,3"
"United States of America","2010","Total","Male","Oakland (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","189519","2,3"
"United States of America","2010","Total","Male","Oceanside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","82424","2,3"
"United States of America","2010","Total","Male","Oklahoma City (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","285556","2,3"
"United States of America","2010","Total","Male","Olathe (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62358","2,3"
"United States of America","2010","Total","Male","Omaha (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","201063","2,3"
"United States of America","2010","Total","Male","Ontario (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","81563","2,3"
"United States of America","2010","Total","Male","Orange (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68723","2,3"
"United States of America","2010","Total","Male","Orlando (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115883","2,3"
"United States of America","2010","Total","Male","Overland Park (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","83735","2,3"
"United States of America","2010","Total","Male","Oxnard (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","100389","2,3"
"United States of America","2010","Total","Male","Palmdale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74553","2,3"
"United States of America","2010","Total","Male","Palm Bay City (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49807","2,3"
"United States of America","2010","Total","Male","Paradise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115508","2,3,7"
"United States of America","2010","Total","Male","Pasadena (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66854","2,3"
"United States of America","2010","Total","Male","Pasadena (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74143","2,3"
"United States of America","2010","Total","Male","Paterson (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","70669","2,3"
